"","City","ProtestCount","GEOID","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents","CollegeEdTotal","EduRate","BlackPopPct","BlackPovRate","VictimsCountPreGF","VictimsCountPreGFBlack","VictimsCountPreGFHighThreat"
"2122","north platte, nebraska",1,"3135000",23892,513,483,2154,16172,1119,96,93,953,3462,0.214073707642839,0.0214716223003516,0.941520467836257,NA,NA,NA
"2123","north wales, pennsylvania",1,"4255512",3253,151,151,646,2427,297,36,9,73,988,0.407086938607334,0.0464186904395942,1,NA,NA,NA
"2124","north wilkesboro, north carolina",1,"3747880",4194,591,486,362,3071,105,59,11,162,537,0.174861608596548,0.140915593705293,0.822335025380711,NA,NA,NA
"2125","northampton, massachusetts",5,"2546330",28516,615,474,5080,19416,4306,955,1327,3632,11668,0.600947672023074,0.0215668396689578,0.770731707317073,NA,NA,NA
"2126","northbrook, illinois",1,"1753481",33343,525,398,9024,24723,5052,2305,1023,762,17404,0.70395987541965,0.015745433824191,0.758095238095238,NA,NA,NA
"2127","northfield, new jersey",1,"3452950",8153,206,185,1436,5916,615,61,53,307,2165,0.365956727518594,0.025266772967006,0.898058252427185,NA,NA,NA
"2128","northridge, california",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2129","norton, virginia",1,"5157688",3970,122,113,409,2747,184,20,12,144,625,0.227520931925737,0.0307304785894207,0.926229508196721,NA,NA,NA
"2130","norwalk, connecticut",2,"0955990",88599,13053,13002,16567,63828,8281,2111,742,4589,27701,0.433994485178918,0.147326719263197,0.996092852217881,NA,NA,NA
"2131","norwalk, ohio",1,"3957302",16857,401,375,1111,11432,617,128,0,464,1856,0.162351294611617,0.0237883371892982,0.935162094763092,NA,NA,NA
"2132","norwell, massachusetts",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2133","norwich, connecticut",6,"0956200",39260,4370,4351,3559,27457,1511,443,143,1674,5656,0.205994828276942,0.111309220580744,0.995652173913044,NA,NA,NA
"2134","norwich, new york",1,"3653979",6718,195,195,477,4521,417,27,43,267,964,0.213227162132272,0.0290264959809467,1,NA,NA,NA
"2135","norwood, colorado",1,"0854880",581,0,0,77,416,42,0,0,0,119,0.286057692307692,0,NA,NA,NA,NA
"2136","novato, california",5,"0652582",55642,2068,2066,12232,40514,4061,1684,832,2885,18809,0.464259268401047,0.0371661694403508,0.999032882011605,NA,NA,NA
"2137","novi, new york",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2138","nutley, new jersey",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2139","nyack, new york",2,"3654100",7173,1974,1974,1371,5682,1101,205,195,170,2872,0.505455825413587,0.275198661647846,1,NA,NA,NA
"2140","o'fallon, illinois",1,"1755249",29333,3450,3439,4875,19268,3494,691,154,1503,9214,0.478202200539755,0.117614972897419,0.996811594202899,NA,NA,NA
"2141","o'fallon, missouri",1,"2954074",87242,4025,3992,14989,57161,7220,758,786,3961,23753,0.41554556428334,0.0461360353957956,0.991801242236025,1,NA,1
"2142","o'hara, pennsylvania",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2143","oahu, hawaii",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2144","oak bluffs, massachusetts",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2145","oak grove, kentucky",1,"2157090",7338,1850,1850,460,3555,64,28,0,455,552,0.155274261603376,0.252112292177705,1,NA,NA,NA
"2146","oak grove, mississippi",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2147","oak grove, oregon",1,"4153900",17872,102,102,2764,13385,1140,202,139,673,4245,0.317146059021293,0.00570725156669651,1,1,NA,1
"2148","oak harbor, washington",3,"5350360",23089,1757,1757,2211,14400,1033,97,58,1739,3399,0.236041666666667,0.0760968426523453,1,2,NA,2
"2149","oak lawn, illinois",1,"1754820",55936,3770,3578,7790,39903,3035,846,311,3277,11982,0.30027817457334,0.0673984553775744,0.949071618037135,NA,NA,NA
"2150","oak park, illinois",3,"1754885",52233,9528,9353,11293,36672,9284,3069,2039,1926,25685,0.70039812390925,0.182413416805468,0.981633081444165,NA,NA,NA
"2151","oak park, michigan",1,"2659920",29726,16677,16634,4210,20394,1855,324,145,1958,6534,0.320388349514563,0.561024019376976,0.997421598608862,1,1,NA
"2152","oak ridge, tennessee",1,"4755120",29037,1942,1923,3921,20391,2278,425,1135,1039,7759,0.380511009759207,0.0668801873471777,0.990216271884655,1,NA,1
"2153","oakdale, california",3,"0652694",22936,68,68,1657,14294,765,249,49,918,2720,0.190289632013432,0.00296477153819323,1,NA,NA,NA
"2154","oakdale, minnesota",2,"2747680",27963,2701,2697,4279,19501,1514,192,199,1646,6184,0.317111942977283,0.0965919250438079,0.998519067012218,NA,NA,NA
"2155","oakland, california",97,"0653000",425097,100966,99868,77864,308577,38590,11609,7821,23216,135884,0.440356863926994,0.237512850008351,0.989125051997702,4,2,3
"2156","oakland, maryland",1,"2457650",1745,43,20,159,1379,87,47,6,43,299,0.216823785351704,0.0246418338108883,0.465116279069767,NA,NA,NA
"2157","oakley, california",1,"0653070",41324,4043,4026,3653,24815,894,307,83,3065,4937,0.198952246625025,0.0978366082663827,0.995795201582983,NA,NA,NA
"2158","oakwood, ohio",2,"3957764",8982,0,0,1926,6170,1344,527,468,347,4265,0.691247974068071,0,NA,NA,NA,NA
"2159","oberlin, louisiana",1,"2257450",1577,526,467,71,933,31,0,0,26,102,0.109324758842444,0.333544705136335,0.887832699619772,NA,NA,NA
"2160","ocala, florida",2,"1250750",59267,12002,11177,5939,40343,2574,1038,210,2893,9761,0.241950276380041,0.202507297484266,0.931261456423929,2,NA,1
"2161","ocean shore, washington",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2162","ocean, maryland",2,"2458215",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"2163","ocean, maryland",2,"2458225",6972,126,122,1243,5835,505,110,23,267,1881,0.322365038560411,0.0180722891566265,0.968253968253968,NA,NA,NA
"2164","ocean, massachusetts",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2165","ocean, new jersey",2,"3454360",11132,359,343,2744,8733,1299,329,115,315,4487,0.513798236573915,0.0322493711821775,0.955431754874652,NA,NA,NA
"2166","oceanside, california",6,"0653322",175622,7933,7916,25272,121592,9104,2129,1259,12551,37764,0.310579643397592,0.0451708783637585,0.997857052817345,3,NA,2
"2167","oceanside, new york",2,"3654441",30604,588,489,5426,21540,3918,566,346,1317,10256,0.476137418755803,0.0192131747483989,0.831632653061224,1,NA,1
"2168","ocoee, florida",1,"1251075",46305,9214,9144,7266,30203,2813,293,170,2002,10542,0.349038175015727,0.198984990821726,0.992402865205123,1,1,NA
"2169","oconomowoc, wisconsin",1,"5559250",16698,358,358,3507,11307,1330,297,45,593,5179,0.458034845670823,0.0214396933764523,1,NA,NA,NA
"2170","odenton, maryland",1,"2458300",41846,9512,9500,7319,29221,5344,604,554,2292,13821,0.472981759693371,0.227309659226688,0.998738435660219,NA,NA,NA
"2171","odessa, missouri",1,"2954038",5210,85,85,368,3502,189,48,0,207,605,0.172758423757853,0.0163147792706334,1,NA,NA,NA
"2172","odessa, texas",4,"4853388",119702,7190,6934,9304,72250,2860,742,453,5968,13359,0.184899653979239,0.0600658301448597,0.964394993045897,4,NA,4
"2173","ogden, utah",6,"4955980",86833,1630,1506,7293,53844,2690,597,609,5232,11189,0.207804026446772,0.0187716651503461,0.923926380368098,5,NA,5
"2174","ogdensburg, new york",1,"3654485",10635,811,108,829,7961,386,31,34,252,1280,0.160783821127999,0.0762576398683592,0.133168927250308,NA,NA,NA
"2175","oil, pennsylvania",1,"4256456",9846,80,48,1146,6830,283,99,22,447,1550,0.226939970717423,0.00812512695510867,0.6,NA,NA,NA
"2176","ojai, california",2,"0653476",7534,53,49,1432,5865,915,302,117,276,2766,0.471611253196931,0.00703477568356783,0.924528301886792,NA,NA,NA
"2177","oklahoma, oklahoma",15,"4055000",643692,91905,89225,82523,418891,31312,10011,4637,31955,128483,0.3067217963623,0.14277791241774,0.970839453783798,NA,NA,NA
"2178","olathe, kansas",4,"2052575",137618,8596,8366,28294,87400,12617,1530,1006,6144,43447,0.497105263157895,0.0624627592320772,0.973243369008841,1,NA,NA
"2179","old fort, north carolina",1,"3748920",1004,70,70,38,715,7,0,2,28,47,0.0657342657342657,0.0697211155378486,1,NA,NA,NA
"2180","old lyme, connecticut",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2181","old saybrook, connecticut",2,"0957390",2296,0,0,436,1805,270,101,0,10,807,0.447091412742382,0,NA,NA,NA,NA
"2182","olean, new york",2,"3654716",13670,476,465,1193,9707,921,133,175,430,2422,0.249510662408571,0.0348207754206291,0.976890756302521,NA,NA,NA
"2183","olney, maryland",5,"2458900",35191,4361,4341,7489,24385,4954,1447,1188,1929,15078,0.618330941152348,0.123923730499275,0.995413895895437,NA,NA,NA
"2184","olympia, washington",11,"5351300",51534,1354,1191,9215,37309,4939,1355,773,3234,16282,0.436409445442119,0.0262739162494664,0.879615952732644,NA,NA,NA
"2185","omaha, nebraska",20,"3137000",475862,58607,56977,75487,310170,27605,8978,4779,27338,116849,0.376725666569945,0.123159655530385,0.972187622638934,NA,NA,NA
"2186","omak, washington",1,"5351340",4774,0,0,121,3061,44,89,22,222,276,0.0901666122182293,0,NA,NA,NA,NA
"2187","oneida, new york",1,"3654837",10948,174,167,1240,7887,552,86,28,335,1906,0.241663496893622,0.015893313847278,0.959770114942529,1,NA,NA
"2188","oneonta, new york",1,"3654881",13893,693,355,1271,6352,904,182,300,5428,2657,0.418293450881612,0.0498812351543943,0.512265512265512,NA,NA,NA
"2189","ontario, california",1,"0653896",176760,9665,9561,13884,111105,3928,730,403,12007,18945,0.170514378290806,0.0546786603303915,0.989239524055872,2,NA,NA
"2190","ontario, ohio",2,"3958520",6076,267,261,585,4501,405,91,37,203,1118,0.248389246834037,0.043943383805135,0.97752808988764,NA,NA,NA
"2191","ontario, oregon",1,"4154900",10966,24,10,632,6500,391,65,48,523,1136,0.174769230769231,0.00218858289257706,0.416666666666667,1,NA,1
"2192","opelika, alabama",3,"0157048",30232,12711,12480,3342,20676,2039,512,242,1630,6135,0.296720835751596,0.420448531357502,0.981826764219967,NA,NA,NA
"2193","opelousas, louisiana",1,"2258045",16234,12126,11652,980,10416,275,81,63,467,1399,0.134312596006144,0.746950843907848,0.960910440376051,NA,NA,NA
"2194","orange park, florida",1,"1252125",8734,1420,1339,1238,6463,299,97,106,482,1740,0.269224818195884,0.162583008930616,0.942957746478873,3,NA,1
"2195","orange, california",2,"0653980",139887,2404,2077,23804,93161,7764,2125,1399,13007,35092,0.376681229269759,0.0171852995632189,0.863976705490849,2,NA,NA
"2196","orange, virginia",1,"5159496",4975,1053,949,429,3075,150,59,10,262,648,0.210731707317073,0.211658291457286,0.901234567901235,NA,NA,NA
"2197","orangeburg, south carolina",4,"4553080",12861,9529,7550,1249,7814,836,26,117,2213,2228,0.285129255183005,0.740922167794106,0.792318186588309,NA,NA,NA
"2198","orcas island, washington",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2199","oregon, illinois",1,"1756484",3819,14,0,380,2771,136,0,10,170,526,0.189823168531216,0.00366588112071223,0,NA,NA,NA
"2200","oregon, ohio",1,"3958730",20017,447,386,1853,14502,839,229,82,695,3003,0.20707488622259,0.022331018634161,0.863534675615213,NA,NA,NA
"2201","oregon, oregon",1,"4155200",36492,380,317,4899,25380,1349,259,174,1724,6681,0.263238770685579,0.010413241258358,0.83421052631579,NA,NA,NA
"2202","oregon, wisconsin",1,"5560200",10353,758,758,2304,6610,864,114,116,346,3398,0.514069591527988,0.0732154930937892,1,NA,NA,NA
"2203","orem, utah",1,"4957300",96725,600,572,14093,51642,4652,803,1131,11604,20679,0.400429882653654,0.0062031532695787,0.953333333333333,1,NA,NA
"2204","orland park, illinois",1,"1756640",58749,2592,2431,11384,43057,5465,1619,646,2404,19114,0.443923171609727,0.04411989991319,0.937885802469136,NA,NA,NA
"2205","orland, california",1,"0654274",7622,0,0,329,4384,47,51,12,278,439,0.100136861313869,0,NA,NA,NA,NA
"2206","orlando, florida",24,"1253000",280832,68937,68067,50162,197416,16372,5971,2648,16183,75153,0.380683429914495,0.245474162488605,0.987379781539667,10,5,5
"2207","orleans, massachusetts",1,"2551405",1798,207,207,334,1580,173,96,35,15,638,0.40379746835443,0.115127919911012,1,NA,NA,NA
"2208","ormond beach, florida",13,"1253150",42545,1751,1717,6436,32424,2524,723,423,1537,10106,0.311682704169751,0.0411564226113527,0.980582524271845,1,NA,1
"2209","orono, maine",1,"2355575",9541,269,114,858,3387,631,186,412,5238,2087,0.616179509890759,0.028194109632114,0.423791821561338,NA,NA,NA
"2210","oroville, california",1,"0654386",19393,827,774,1300,12752,196,131,53,1146,1680,0.131744040150565,0.0426442530810086,0.935912938331318,3,NA,2
"2211","orrville, california",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2212","oshkosh, wisconsin",3,"5560500",66773,2461,1318,8037,42604,2151,322,387,8568,10897,0.255774105717773,0.0368562143381307,0.535554652580252,1,1,1
"2213","oskaloosa, iowa",1,"1959925",11511,207,130,1132,7522,465,68,29,816,1694,0.225206062217495,0.017982799061767,0.628019323671498,NA,NA,NA
"2214","ossining, new york",2,"3655530",25086,3378,2455,3299,18287,2347,464,259,1018,6369,0.348280199048504,0.13465678067448,0.726761397276495,NA,NA,NA
"2215","oswego, illinois",1,"1756887",34933,1964,1960,6080,21526,3423,199,192,1504,9894,0.459630214624175,0.0562219105144133,0.9979633401222,NA,NA,NA
"2216","oswego, new york",3,"3655574",17470,296,231,1666,11235,1115,168,203,2149,3152,0.280551846906987,0.0169433314253005,0.780405405405405,NA,NA,NA
"2217","ottawa, illinois",2,"1756926",18792,794,741,1589,12859,721,199,64,813,2573,0.200093319853799,0.0422520221370796,0.933249370277078,NA,NA,NA
"2218","ottumwa, iowa",2,"1960465",24545,1228,1142,1708,16347,816,261,118,1304,2903,0.177586101425338,0.0500305561214097,0.929967426710098,1,NA,1
"2219","ouray, colorado",1,"0856420",998,0,0,207,796,175,19,0,5,401,0.503768844221106,0,NA,NA,NA,NA
"2220","overland park, kansas",6,"2053775",191011,9069,8979,49140,131569,23620,5283,2941,8498,80984,0.615524933684987,0.0474789410033977,0.9900760833609,3,1,2
"2221","owasso, oklahoma",1,"4056650",36173,1146,1089,5427,22630,1953,165,248,1899,7793,0.344365885992046,0.0316810881043873,0.950261780104712,1,NA,1
"2222","owatonna, minnesota",1,"2749300",25685,1096,1056,3369,17172,1227,281,150,808,5027,0.292744001863499,0.0426708195444812,0.963503649635037,NA,NA,NA
"2223","owensboro, kentucky",4,"2158620",59536,3718,3529,5600,39698,2717,432,384,2459,9133,0.230061967857323,0.0624496103198065,0.949166218396988,1,1,NA
"2224","owosso, michigan",1,"2661940",14536,198,167,774,9430,326,44,0,807,1144,0.121314952279958,0.013621353880022,0.843434343434343,NA,NA,NA
"2225","oxford, connecticut",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2226","oxford, kentucky",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2227","oxford, mississippi",3,"2854840",26962,6571,6416,4705,15452,1921,695,1385,6422,8706,0.563422210717059,0.243713374378755,0.976411505098159,2,1,1
"2228","oxford, ohio",1,"3959234",22700,1087,541,1452,6057,1055,119,1016,13709,3642,0.601287766220901,0.0478854625550661,0.49770009199632,NA,NA,NA
"2229","oxnard, california",6,"0654652",208154,5422,5368,16882,129351,4781,910,692,12435,23265,0.179859452188232,0.0260480221374559,0.990040575433419,NA,NA,NA
"2230","oyster bay, new york",1,"3655992",5836,201,201,1132,4529,618,140,54,263,1944,0.429233826451755,0.0344413982179575,1,NA,NA,NA
"2231","paducah, kentucky",4,"2158836",24894,5420,5141,2693,17850,1156,433,203,772,4485,0.251260504201681,0.217723146139632,0.948523985239852,NA,NA,NA
"2232","pahrump, nevada",1,"3253800",37298,617,612,2140,29073,734,148,93,733,3115,0.107144085577684,0.0165424419539922,0.991896272285251,3,NA,3
"2233","painesville, ohio",1,"3959416",19845,3183,3018,1403,12087,510,43,33,1189,1989,0.164556962025316,0.160393046107332,0.948162111215834,NA,NA,NA
"2234","paintsville, kentucky",1,"2158962",4090,62,30,243,2913,217,54,20,135,534,0.183316168898043,0.015158924205379,0.483870967741935,NA,NA,NA
"2235","palatine, illinois",2,"1757225",68407,1910,1874,14998,48095,7287,1055,716,2787,24056,0.500176733548186,0.0279211191837093,0.981151832460733,1,NA,1
"2236","palatka, florida",2,"1253875",10363,4383,4293,550,6965,160,43,23,502,776,0.111414213926777,0.42294702306282,0.979466119096509,2,2,NA
"2237","palestine, texas",1,"4854708",17989,4980,4855,960,11408,375,9,115,451,1459,0.12789270687237,0.276835844126966,0.974899598393574,1,NA,1
"2238","palm bay, florida",2,"1254000",111997,19778,19744,10128,77394,3757,618,445,5106,14948,0.193141587203142,0.17659401591114,0.99828091819193,NA,NA,NA
"2239","palm beach gardens, florida",1,"1254075",56219,3265,3205,13826,45091,6093,2975,716,1857,23610,0.523607815306824,0.0580764510218965,0.981623277182236,1,NA,1
"2240","palm beach, florida",2,"1254025",8723,65,65,2768,8225,1444,1110,263,107,5585,0.6790273556231,0.00745156482861401,1,NA,NA,NA
"2241","palm coast, florida",1,"1254200",85933,9886,9737,9390,64240,4077,820,414,3816,14701,0.22884495641345,0.11504311498493,0.984928181266437,NA,NA,NA
"2242","palm desert, california",2,"0655184",52575,1573,1569,9348,41602,3766,1559,653,2627,15326,0.368395750204317,0.0299191631003329,0.997457088366179,NA,NA,NA
"2243","palm springs, california",3,"0655254",47897,2165,2123,8964,39529,4306,1547,952,1594,15769,0.398922310202636,0.0452011608242687,0.980600461893764,NA,NA,NA
"2244","palm springs, florida",1,"1254450",24843,2918,2905,1691,16712,649,167,151,1400,2658,0.159047391096218,0.11745763394115,0.995544893762851,NA,NA,NA
"2245","palmdale, california",3,"0655156",156293,20569,20316,10125,92876,3228,650,397,11268,14400,0.155045436926655,0.131605382198819,0.987699936798094,3,1,1
"2246","palmer, alaska",1,"0258660",7131,212,188,582,4283,254,46,34,334,916,0.213868783562923,0.0297293507221989,0.886792452830189,1,NA,NA
"2247","palmerton, pennsylvania",4,"4257696",5313,0,0,387,3714,248,19,0,122,654,0.176090468497577,0,NA,NA,NA,NA
"2248","palmetto, florida",1,"1254250",13611,1941,1941,1171,9772,546,171,124,344,2012,0.20589439214081,0.142605245757108,1,1,1,1
"2249","palmyra, virginia",1,"5160392",103,0,0,26,63,0,0,0,0,26,0.412698412698413,0,NA,NA,NA,NA
"2250","palo alto, california",15,"0655282",66573,1180,1134,13778,47281,14777,3777,6834,2223,39166,0.828366574311034,0.0177249034894026,0.961016949152542,NA,NA,NA
"2251","palos heights, illinois",1,"1757381",12480,263,101,2533,9358,1316,252,99,741,4200,0.448813849113058,0.021073717948718,0.384030418250951,NA,NA,NA
"2252","palos verdes, california",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2253","panama city beach, florida",1,"1254725",12751,796,796,2179,9755,658,108,128,689,3073,0.315017939518196,0.0624264763547957,1,1,NA,1
"2254","panama, florida",6,"1254700",36640,7631,7510,3919,25798,1708,514,114,1399,6255,0.242460655864796,0.208269650655022,0.98414362468877,NA,NA,NA
"2255","paoli, indiana",1,"1857780",3665,23,6,117,2479,61,13,15,132,206,0.0830980233965309,0.00627557980900409,0.260869565217391,NA,NA,NA
"2256","paoli, pennsylvania",1,"4257816",5651,261,219,1467,4331,779,154,164,64,2564,0.592011082890787,0.046186515660945,0.839080459770115,NA,NA,NA
"2257","papillion, nebraska",1,"3138295",20423,672,630,3322,13807,1472,241,98,1243,5133,0.371767943796625,0.0329040787347598,0.9375,NA,NA,NA
"2258","parachute, colorado",1,"0857400",1312,32,32,41,786,34,0,0,32,75,0.0954198473282443,0.024390243902439,1,NA,NA,NA
"2259","paradise valley, arizona",1,"0452930",14362,107,107,3859,10740,1682,1518,560,604,7619,0.709404096834264,0.00745021584737502,1,NA,NA,NA
"2260","paramount, california",1,"0655618",54513,4937,4867,2457,32243,885,180,114,4173,3636,0.112768662965605,0.0905655531708033,0.985821348997367,NA,NA,NA
"2261","paramus, new jersey",1,"3455950",26503,754,528,6068,19338,2226,802,342,1175,9438,0.488054607508532,0.0284496094781723,0.70026525198939,NA,NA,NA
"2262","paris, tennessee",2,"4756720",10043,1982,1918,629,7047,189,53,22,344,893,0.126720590322123,0.197351389027183,0.967709384460141,NA,NA,NA
